Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Honduras,HND,80.71865082,89.43991852,94.84644318,103.73847961,113.90522766,128.44935608,146.08978271,159.39581299,180.73019409,159.46005249,167.5475769,173.67636108,193.47773743,193.42576599,185.88676453,188.68986511,198.29139709,191.74760437,205.42164612,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Hong Kong SAR, China"",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Hungary,HUN,250.12521362,298.16207886,317.68029785,376.42886353,382.66943359,407.22607422,423.18145752,442.16424561,473.40377808,479.26089478,540.09454346,581.23168945,605.54022217,599.12908936,601.80450439,591.125,629.32794189,627.6776123,653.58227539,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Iceland,ISL,518.06762695,549.55487061,577.45025635,599.96185303,635.36169434,638.47399902,631.36865234,634.2779541,661.01861572,674.72631836,656.20245361,661.62750244,679.00518799,709.76000977,735.36279297,763.14465332,797.7956543,859.56665039,901.36877441,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,India,IND,67.86096191,77.60681915,80.63327789,82.77076721,89.13397217,91.78572083,95.41636658,100.80275726,101.80130005,104.76741028,105.93296051,105.47644043,116.16603088,150.9650116,155.47828674,162.43360901,168.93266296,182.6207428,199.05978394,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Indonesia,IDN,65.60359955,69.12194824,73.21976471,84.25881958,85.15139008,119.97928619,128.31539917,138.67362976,138.48568726,144.18569946,179.0146637,188.38046265,189.17268372,200.33764648,209.34059143,193.53179932,192.44223022,186.48532104,188.67514038,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Iran, Islamic Rep."",IRN,317.68994141,347.13168335,336.25619507,395.37213135,438.62359619,477.59017944,463.82513428,502.8682251,555.27563477,691.89910889,804.49768066,806.18933105,741.74578857,628.36541748,607.19128418,646.02197266,852.44134521,857.17205811,914.19055176,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Iraq,IRQ,..,..,..,99.45903015,103.40427399,85.41691589,88.19934845,105.52941132,78.80121613,103.79473114,108.73809814,96.15929413,254.56806946,266.59216309,277.30276489,384.22137451,457.68508911,419.55230713,367.75228882,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Ireland,IRL,403.7303772,452.98422241,497.83169556,543.7666626,595.10284424,661.19470215,747.79748535,767.85650635,839.42449951,1004.63195801,1086.58129883,1331.0357666,1383.58374023,1425.89672852,1438.30639648,1420.17565918,1478.50256348,1528.56494141,1539.55419922,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Israel,ISR,620.06500244,675.55883789,648.37957764,638.33496094,678.47601318,713.93243408,679.13421631,756.38720703,742.73480225,758.30712891,754.60321045,797.22808838,842.86578369,886.4440918,909.76538086,930.51153564,1004.09484863,1064.04321289,1076.27429199,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Italy,ITA,560.76220703,550.85089111,566.81866455,565.29388428,574.66552734,566.56811523,609.40142822,627.04077148,678.69866943,673.22167969,676.36505127,738.33422852,774.99017334,779.62347412,788.87774658,834.81719971,874.63903809,938.19885254,946.30725098,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Jamaica,JAM,154.40386963,177.27455139,130.44624329,150.34951782,162.81903076,168.9586792,169.45777893,210.06756592,212.21647644,164.21788025,167.51481628,164.07911682,158.82914734,160.50846863,172.14155579,170.8175354,174.59979248,179.33540344,187.67666626,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Japan,JPN,373.57339478,383.15841675,403.63592529,439.91592407,456.80514526,461.95172119,506.16723633,508.4972229,535.27612305,560.30310059,576.86553955,614.34655762,640.90258789,657.48999023,669.32873535,695.30822754,687.13580322,692.41650391,716.57208252,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Jordan,JOR,289.70800781,309.38253784,311.17401123,300.87832642,301.64944458,312.53329468,293.28482056,294.3145752,308.14096069,257.93127441,221.59367371,218.85414124,212.44926453,211.70162964,197.76094055,314.05218506,313.02075195,344.1545105,341.3578186,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kazakhstan,KAZ,161.18080139,137.97322083,171.2265625,188.94552612,207.54824829,191.43925476,170.80058289,159.26527405,141.3061676,153.52314758,170.64170837,159.50366211,216.25473022,193.32064819,208.64907837,280.43286133,347.56900024,305.04428101,305.73321533,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kenya,KEN,50.81970978,53.87721252,52.91310883,56.61359024,59.65390778,63.6476593,57.12210083,60.56693268,59.0018692,57.90457916,61.63619232,62.59898758,63.43263626,66.04275513,66.63839722,65.03327179,65.77600861,65.57970428,75.88981628,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kiribati,KIR,4.54318857,4.2489934,4.65052938,4.49864054,4.35467958,5.23946142,4.62281561,4.63715172,5.84988308,5.74295235,5.38905668,5.58740282,6.35455036,6.13251734,6.22825146,6.86523056,7.06137848,7.45623779,0.27488437,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Korea, Dem. People’s Rep."",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Korea, Rep."",KOR,356.34475708,381.51266479,384.73156738,426.25881958,447.98852539,494.25466919,539.86096191,605.87756348,689.49383545,699.17144775,763.65368652,812.74377441,873.6194458,903.57684326,978.67883301,1079.50061035,1167.45593262,1232.73901367,1335.05895996,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kuwait,KWT,339.2041626,375.68759155,416.75497437,433.30786133,422.67480469,400.02993774,378.31848145,414.69540405,379.00369263,395.07778931,312.41830444,282.63668823,309.49847412,312.69430542,344.69683838,478.90023804,525.80480957,476.77142334,438.71841431,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Kyrgyz Republic,KGZ,37.46333694,39.87651062,42.0129776,57.1790123,60.75039673,68.1253891,73.59567261,74.06054688,86.21521759,73.79658508,82.241539,90.32434082,107.23684692,122.57733917,138.90342712,134.67308044,131.02711487,130.45069885,136.37260437,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Lao PDR,LAO,53.78279877,46.50671005,52.18439865,72.83724976,55.91132355,54.32027817,50.97291183,68.81136322,64.47145081,69.07775116,79.22655487,47.81663513,52.45795822,64.85578156,69.91923523,71.30545807,75.61732483,84.39216614,81.64137268,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Latvia,LVA,213.91816711,265.83108521,291.5617981,302.22329712,328.07644653,355.23269653,346.07666016,390.57971191,429.73684692,410.23526001,425.43408203,399.29165649,454.41812134,486.91897583,522.70599365,581.20135498,719.47735596,727.28375244,760.57385254,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Lebanon,LBN,632.237854,601.5769043,528.26452637,478.85809326,451.3324585,432.24423218,486.94845581,536.77807617,561.45410156,557.50805664,618.85864258,626.6784668,531.37017822,499.75830078,503.52453613,477.17425537,490.92224121,514.11437988,532.16949463,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Lesotho,LSO,38.57136917,37.2081337,36.82157898,33.21047592,31.48722839,32.99676895,34.73599243,43.7580986,43.68644714,39.78338623,45.88612366,43.39539337,45.84132767,46.63700867,43.66065216,42.27854538,44.55404282,47.2149086,49.56066132,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Liberia,LBR,1278.39941406,1033.12109375,1261.97717285,962.04754639,2673.80786133,3196.64038086,2699.87329102,3843.06420898,2916.26416016,3571.48461914,3717.69726563,3986.63574219,3809.27929688,4355.96044922,5502.62109375,6456.54052734,6537.91943359,6422.11474609,6274.16064453,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Libya,LBY,306.35848999,317.84536743,276.05245972,267.48034668,243.78759766,212.85461426,218.15896606,219.78936768,200.50308228,295.37536621,286.39352417,226.9959259,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Lithuania,LTU,170.6362915,167.9488678,173.65829468,189.53289795,265.96557617,318.21881104,358.72766113,372.57794189,378.90313721,371.5085144,388.00827026,434.42498779,512.71563721,558.21936035,578.96252441,625.82800293,679.88409424,743.36779785,782.27655029,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Luxembourg,LUX,550.69165039,574.68933105,637.95855713,680.2142334,734.57653809,783.50463867,855.05102539,772.88671875,707.32714844,809.29193115,855.17114258,944.47692871,767.98217773,784.64575195,799.29022217,782.61755371,808.38739014,812.34692383,826.52850342,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Macao SAR, China"",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Madagascar,MDG,31.81266403,30.78195,29.12857056,31.54135513,31.67439842,33.8867836,34.28997803,29.47814369,32.44837189,33.02848434,32.33737183,25.25643921,25.07785034,25.51922417,24.90435791,25.78701591,24.31791115,26.15509033,27.11796188,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Malawi,MWI,8.40921879,7.87608671,4.46639204,6.17727041,5.49595547,6.11456919,10.20448875,14.4522953,16.64568329,16.53383064,11.63701439,11.46056652,12.52237797,18.32373619,16.68566132,20.42046928,21.89909172,20.47485542,21.36681557,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Malaysia,MYS,191.4400177,188.89599609,195.38848877,222.91517639,239.01657104,248.96389771,267.71102905,288.07720947,295.51080322,295.81771851,314.62127686,348.35369873,380.25164795,400.98117065,444.5692749,482.78646851,507.78677368,536.36474609,582.67218018,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Maldives,MDV,517.90228271,380.88067627,450.31808472,408.26431274,485.40313721,468.72064209,521.04205322,483.61016846,584.1395874,417.77755737,434.71524048,490.08926392,519.09613037,490.75,402.48864746,328.0345459,394.42150879,383.52426147,410.3949585,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mali,MLI,44.97673035,42.13550186,43.14174271,46.61604309,44.30242538,48.09325027,52.33362579,55.93631744,57.51005936,59.2229805,50.14502335,39.50096893,32.71273422,27.60944176,31.63788033,30.66371918,30.3718338,31.34018135,32.23376083,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Malta,MLT,337.07189941,403.49362183,448.57324219,503.81011963,529.49029541,598.38720703,651.58392334,680.66149902,737.89172363,743.72674561,809.9934082,872.97686768,875.80029297,893.484375,1211.70007324,1321.15307617,1309.30029297,1443.86108398,1422.7545166,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Marshall Islands,MHL,58.99875259,61.96376419,64.78662109,64.77580261,68.81384277,72.87468719,74.17465973,80.7230072,82.40071869,83.66217804,91.56276703,89.65177917,84.52215576,85.72112274,88.80205536,90.46615601,88.746521,95.24720001,98.64823151,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mauritania,MRT,85.73815155,89.13922882,89.55327606,90.49584961,89.01847076,89.05173492,82.76702881,86.74146271,85.65258026,86.85223389,76.19181824,72.61299133,75.57134247,74.8547821,91.04025269,97.64001465,97.56798553,99.97659302,107.402771,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mauritius,MUS,125.51738739,133.0378418,152.62405396,165.61013794,176.80267334,222.27545166,249.34703064,277.54367065,364.98782349,379.19494629,386.67285156,392.41271973,398.56655884,487.34744263,578.92724609,642.04376221,672.72192383,720.28686523,778.06237793,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mexico,MEX,270.29711914,301.74008179,325.17355347,390.53662109,406.86193848,426.70733643,446.45620728,462.95321655,460.02993774,475.92468262,468.25726318,458.42892456,485.38900757,487.55267334,475.05322266,497.30636597,502.16906738,519.77978516,532.21282959,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Micronesia, Fed. Sts."",FSM,10.23948574,11.58455372,12.35010719,13.95328236,15.48608589,17.64126396,17.42842674,16.90470314,16.31425095,16.06477928,15.06636524,14.82658386,13.21283722,11.99546814,10.18586254,10.7536335,10.85481644,10.28053379,9.77058792,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Moldova,MDA,63.70355225,78.60418701,94.69029236,101.61073303,110.93590546,146.06877136,189.44728088,203.91880798,239.32304382,272.06307983,198.03994751,209.72450256,201.67260742,212.27130127,204.42451477,245.53034973,229.94151306,215.08848572,195.57293701,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Monaco,MCO,324.68444824,345.956604,364.78820801,396.54074097,415.71734619,434.84344482,449.20669556,483.52612305,521.04162598,520.11981201,540.14642334,566.32318115,581.94378662,631.05981445,672.70910645,660.98809814,410.70355225,397.01428223,425.99349976,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mongolia,MNG,51.90661621,52.93890762,55.6781311,50.74667358,60.64257431,72.06208801,65.3815155,71.80835724,77.93260956,78.61613464,85.25173187,109.14225769,128.23692322,176.63519287,184.86445618,201.19064331,187.94752502,181.74525452,185.93563843,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,684.23022461,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Morocco,MAR,107.89168549,118.54321289,129.72380066,142.70016479,158.15811157,170.72663879,165.20265198,178.19052124,188.34191895,205.32687378,224.5153656,227.38705444,230.4690094,232.77934265,238.77276611,234.81384277,240.551651,249.68995667,278.53515625,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Mozambique,MOZ,4.28832531,4.28009748,5.45543003,4.78076124,4.11414909,4.17014456,4.4363327,4.49590302,4.61755371,4.81264067,4.67979288,4.50296545,10.57417011,12.37718487,15.16644192,16.63461304,17.20302582,17.88209152,18.74466133,..,..
